Date,Buoy,Chl,Turbidez
2016-08-09,CTD5,0.285,0.135
2016-08-25,CTD5,0.52,1.165
2016-08-30,CTD5,2.035,0.53
2016-09-06,CTD5,1.52,0.28
2016-09-08,CTD5,1.27,0.13999999999999999
2016-09-22,CTD5,0.765,0.715
2016-09-29,CTD5,0.86,3.7525000000000004
2016-10-06,CTD5,0.905,1.4224999999999999
2016-10-14,CTD5,5.9415,1.6835
2016-10-21,CTD5,3.1950000000000003,0.9565
2016-10-28,CTD5,6.3515,3.0185
2016-11-03,CTD5,7.08,0.98
2016-11-11,CTD5,4.05,1.3315000000000001
2016-11-18,CTD5,6.97,6.1675
2016-11-22,CTD5,3.279,1.3599999999999999
2016-12-02,CTD5,8.286,3.2859999999999996
2016-12-13,CTD5,4.755,1.124
2016-12-21,CTD5,0.895,6.574999999999999
2017-01-12,CTD5,10.535,9.5135
2017-01-26,CTD5,16.0865,3.4000000000000004
2017-02-03,CTD5,6.77,1.6615000000000002
2017-02-10,CTD5,5.401,7.349
2017-02-16,CTD5,5.49,4.396
2017-02-24,CTD5,2.195,2.1035
2017-03-02,CTD5,2.295,0.9815
2017-03-22,CTD1,,2.59
2017-03-22,CTD10,7.67,3.393
2017-03-22,CTD11,3.205,1.314
2017-03-22,CTD12,6.538,2.801
2017-03-22,CTD2,6.103,2.057
2017-03-22,CTD3,5.898,1.8359999999999999
2017-03-22,CTD4,4.193,1.9344999999999999
2017-03-22,CTD5,2.4265,0.6465
2017-03-22,CTD6,8.302,2.331
2017-03-22,CTD7,8.88,3.5140000000000002
2017-03-22,CTD8,8.837,3.5305
2017-03-22,CTD9,,4.166
2017-03-30,CTD1,3.51,4.7355
2017-03-30,CTD10,4.66,2.984
2017-03-30,CTD11,3.355,1.0819999999999999
2017-03-30,CTD12,6.82,2.5060000000000002
2017-03-30,CTD2,8.542,2.1654999999999998
2017-03-30,CTD3,5.748,1.4675
2017-03-30,CTD4,4.517,1.3475000000000001
2017-03-30,CTD5,3.3564999999999996,0.7314999999999999
2017-03-30,CTD6,8.572,2.124
2017-03-30,CTD7,9.857,4.1135
2017-03-30,CTD8,6.993,2.897
2017-03-30,CTD9,,3.301
2017-04-05,CTD1,3.14,1.982
2017-04-05,CTD10,5.6,3.3235
2017-04-05,CTD11,6.67,1.1059999999999999
2017-04-05,CTD12,4.068,2.0275
2017-04-05,CTD2,5.902,1.667
2017-04-05,CTD3,5.158,1.573
2017-04-05,CTD4,3.263,1.263
2017-04-05,CTD5,2.6835,0.5765
2017-04-05,CTD6,7.912,2.3025
2017-04-05,CTD7,11.19,5.129
2017-04-05,CTD8,10.313,2.44
2017-04-05,CTD9,,1.534
2017-04-12,CTD1,3.65,7.732
2017-04-12,CTD10,5.827,2.911
2017-04-12,CTD11,3.34,1.1115
2017-04-12,CTD12,4.59,2.859
2017-04-12,CTD2,9.662,1.8210000000000002
2017-04-12,CTD3,10.62,1.6869999999999998
2017-04-12,CTD4,5.383,2.097
2017-04-12,CTD5,3.3685,1.1415
2017-04-12,CTD6,5.12,2.482
2017-04-12,CTD7,12.203,2.8025
2017-04-12,CTD8,10.773,2.1635
2017-04-12,CTD9,,2.197
2017-04-18,CTD5,3.18,3.28
2017-04-25,CTD1,,1.574
2017-04-25,CTD10,3.337,1.462
2017-04-25,CTD11,3.22,1.316
2017-04-25,CTD12,5.075,2.088
2017-04-25,CTD2,8.295,1.8795000000000002
2017-04-25,CTD3,8.782,1.5465
2017-04-25,CTD4,4.677,1.5554999999999999
2017-04-25,CTD5,3.04,1.275
2017-04-25,CTD6,5.125,1.8944999999999999
2017-04-25,CTD7,5.24,2.495
2017-04-25,CTD8,6.38,3.122
2017-04-25,CTD9,,3.754
2017-05-04,CTD1,3.41,2.5755
2017-05-04,CTD10,3.513,1.363
2017-05-04,CTD11,3.25,1.7109999999999999
2017-05-04,CTD12,3.912,2.212
2017-05-04,CTD2,5.57,1.3495
2017-05-04,CTD3,5.325,1.0285
2017-05-04,CTD4,4.83,1.256
2017-05-04,CTD5,2.9265,1.2285
2017-05-04,CTD6,4.518,1.3885
2017-05-04,CTD7,4.08,1.851
2017-05-04,CTD8,4.633,2.5185
2017-05-04,CTD9,,2.218
2017-05-10,CTD5,3.3375000000000004,0.5660000000000001
2017-05-19,CTD1,1.0715,6.0245
2017-05-19,CTD10,0.885,1.876
2017-05-19,CTD11,1.0495,1.1945000000000001
2017-05-19,CTD12,1.0125,1.5765
2017-05-19,CTD2,1.52,1.7715
2017-05-19,CTD3,1.569,1.2730000000000001
2017-05-19,CTD4,1.3900000000000001,2.386
2017-05-19,CTD5,0.41150000000000003,0.6965
2017-05-19,CTD6,0.9410000000000001,1.096
2017-05-19,CTD7,1.334,2.6109999999999998
2017-05-19,CTD8,1.88,3.1445
2017-05-19,CTD9,0.163,9.323
2017-05-24,CTD1,0.821,1.787
2017-05-24,CTD10,0.56,1.173
2017-05-24,CTD11,0.6485,1.2195
2017-05-24,CTD12,1.0105,2.098
2017-05-24,CTD2,1.653,1.369
2017-05-24,CTD3,1.4729999999999999,1.0625
2017-05-24,CTD4,0.6425,1.0945
2017-05-24,CTD5,0.4,0.775
2017-05-24,CTD6,0.9355,1.2974999999999999
2017-05-24,CTD7,1.726,6.4275
2017-05-24,CTD8,1.872,3.048
2017-05-24,CTD9,0.159,20.597
2017-06-02,CTD1,1.544,2.0135
2017-06-02,CTD10,2.2984999999999998,3.472
2017-06-02,CTD11,0.942,1.3735
2017-06-02,CTD12,1.6535,1.4585
